"Hours","whyplay","Gender","Age","Work","Degree","GAD_T","SWL_T","SPIN_T","Anxiety_Type"
20,154,2,25,1,5,1,22,17,"No_Anxiety"
42,206,2,18,2,2,8,12,11,"No_Anxiety"
30,154,2,22,2,2,14,5,40,"Mixed_Anxiety"
15,206,2,20,2,2,5,19,17,"No_Anxiety"
20,206,2,33,1,5,4,26,40,"SAD"
10,154,2,24,2,4,3,31,18,"No_Anxiety"
3,154,2,18,2,5,0,24,38,"SAD"
20,154,1,19,2,2,5,25,32,"SAD"
30,206,2,18,2,2,0,26,1,"No_Anxiety"
10,349,2,20,2,2,2,26,5,"No_Anxiety"
10,154,2,24,1,2,0,19,7,"No_Anxiety"
10,206,2,18,2,2,8,17,37,"SAD"
21,309,2,32,1,2,0,25,3,"No_Anxiety"
12,349,2,27,1,5,0,26,11,"No_Anxiety"
25,206,2,22,2,2,1,32,17,"No_Anxiety"
48,349,2,19,2,2,4,25,11,"No_Anxiety"
20,206,2,21,2,2,1,28,19,"SAD"
20,206,2,18,3,3,1,25,10,"No_Anxiety"
30,309,2,20,2,2,6,23,30,"SAD"
14,154,2,20,2,2,3,21,9,"No_Anxiety"
20,154,2,28,1,2,21,18,42,"Mixed_Anxiety"
10,349,2,21,2,2,6,21,33,"SAD"
15,349,2,18,3,3,3,7,8,"No_Anxiety"
40,206,2,18,2,2,6,20,17,"No_Anxiety"
15,154,2,20,2,3,1,21,16,"No_Anxiety"
4,309,2,18,3,2,5,23,41,"SAD"
20,154,1,21,4,2,0,15,21,"SAD"
20,206,2,20,2,2,18,16,26,"Mixed_Anxiety"
10,349,2,19,2,2,19,11,17,"GAD"
8,309,2,21,2,2,3,19,24,"SAD"
4,309,2,18,3,2,5,23,41,"SAD"
16,154,2,27,2,2,2,18,15,"No_Anxiety"
28,206,2,19,2,2,1,22,5,"No_Anxiety"
25,206,2,18,2,2,2,14,14,"No_Anxiety"
20,349,2,18,3,3,2,9,40,"SAD"
10,154,2,24,1,5,0,18,4,"No_Anxiety"
20,349,2,25,2,2,1,16,6,"No_Anxiety"
15,349,2,26,1,5,3,25,18,"No_Anxiety"
35,154,2,18,2,2,1,17,35,"SAD"
12,206,2,18,3,2,0,19,18,"No_Anxiety"
15,206,2,24,2,2,4,16,17,"No_Anxiety"
40,206,2,18,1,2,3,11,8,"No_Anxiety"
15,154,2,18,2,5,4,21,17,"No_Anxiety"
28,154,2,18,2,3,7,18,3,"No_Anxiety"
8,154,2,19,1,5,6,20,18,"No_Anxiety"
20,206,2,19,1,2,3,16,12,"No_Anxiety"
20,349,2,20,2,2,2,13,6,"No_Anxiety"
35,349,2,26,4,5,0,24,13,"No_Anxiety"
80,349,2,18,4,2,1,21,17,"No_Anxiety"
6,349,2,23,4,2,8,7,52,"SAD"
7,154,2,25,1,5,5,14,43,"SAD"
20,349,2,18,2,3,5,32,17,"No_Anxiety"
8,154,2,28,2,2,8,8,18,"No_Anxiety"
6,206,2,21,2,2,16,9,6,"GAD"
10,206,2,32,1,1,7,9,25,"SAD"
20,309,2,21,2,2,5,29,34,"SAD"
12,206,2,23,4,2,3,9,16,"No_Anxiety"
30,206,2,19,2,2,7,19,9,"No_Anxiety"
30,206,2,18,2,2,4,27,10,"No_Anxiety"
2,154,2,23,1,2,6,9,32,"SAD"
28,206,2,18,2,2,5,14,28,"SAD"
56,206,2,21,2,2,0,22,12,"No_Anxiety"
25,154,2,18,3,3,0,29,17,"No_Anxiety"
15,154,2,18,3,2,1,29,20,"SAD"
10,349,2,21,4,2,4,17,11,"No_Anxiety"
15,154,2,29,1,5,15,18,21,"Mixed_Anxiety"
15,154,2,19,4,2,2,17,7,"No_Anxiety"
10,206,2,18,4,3,21,11,52,"Mixed_Anxiety"
30,154,2,25,1,2,10,13,45,"Mixed_Anxiety"
26,206,2,21,2,2,2,20,21,"SAD"
20,206,2,22,4,2,2,10,0,"No_Anxiety"
7,144,2,20,2,2,2,21,27,"SAD"
15,349,2,21,1,2,14,17,2,"GAD"
16,206,2,21,2,2,3,21,12,"No_Anxiety"
35,206,2,26,1,2,11,10,31,"Mixed_Anxiety"
32,154,2,21,1,2,4,25,12,"No_Anxiety"
24,349,2,24,2,5,0,19,7,"No_Anxiety"
10,206,2,18,3,2,10,22,17,"GAD"
30,349,2,21,2,2,6,19,31,"SAD"
16,154,2,22,1,5,5,14,31,"SAD"
35,154,2,19,2,2,7,23,40,"SAD"
57,154,2,19,2,2,15,24,49,"Mixed_Anxiety"
13,154,2,22,2,2,5,22,33,"SAD"
25,206,2,18,3,3,3,26,26,"SAD"
5,206,2,21,1,2,12,12,28,"Mixed_Anxiety"
14,154,2,19,1,2,0,29,2,"No_Anxiety"
25,154,2,24,5,5,2,23,3,"No_Anxiety"
21,206,2,18,2,5,3,28,12,"No_Anxiety"
20,349,2,18,3,3,1,22,3,"No_Anxiety"
20,154,2,19,2,2,3,28,34,"SAD"
8,206,2,18,3,3,1,11,20,"SAD"
25,154,2,21,1,2,0,27,17,"No_Anxiety"
45,349,2,18,2,3,18,27,34,"Mixed_Anxiety"
25,349,2,18,3,2,3,28,25,"SAD"
15,154,2,18,3,2,11,22,34,"Mixed_Anxiety"
8,206,2,20,2,2,5,17,27,"SAD"
20,154,2,18,3,2,2,15,13,"No_Anxiety"
16,154,2,24,2,5,13,22,48,"Mixed_Anxiety"
9,154,2,19,2,2,1,22,27,"SAD"
25,349,2,19,3,2,5,26,33,"SAD"
9,309,2,18,2,5,4,18,5,"No_Anxiety"
22.2473574512431,206,2,19,4,2,12,28,39,"Mixed_Anxiety"
45,349,2,24,1,1,0,33,0,"No_Anxiety"
10,206,2,18,3,3,6,24,25,"SAD"
5,154,2,25,2,2,3,19,10,"No_Anxiety"
30,349,1,18,3,3,13,9,45,"Mixed_Anxiety"
20,154,2,19,2,2,2,24,20,"SAD"
30,309,2,19,3,2,5,15,0,"No_Anxiety"
12,349,2,29,1,5,6,28,2,"No_Anxiety"
50,206,2,18,4,2,16,17,30,"Mixed_Anxiety"
30,154,2,25,1,2,5,16,4,"No_Anxiety"
20,154,2,25,2,2,9,12,30,"SAD"
3,154,2,21,2,5,3,26,3,"No_Anxiety"
14,206,2,33,1,5,8,19,10,"No_Anxiety"
18,309,1,26,1,2,6,14,13,"No_Anxiety"
8,206,2,19,4,2,2,18,11,"No_Anxiety"
14,349,2,26,1,5,1,24,12,"No_Anxiety"
20,349,2,22,4,3,15,10,34,"Mixed_Anxiety"
12,154,2,20,4,5,11,10,1,"GAD"
10,154,2,18,3,3,6,25,27,"SAD"
30,206,2,23,1,1,4,29,34,"SAD"
20,154,2,23,2,2,9,12,20,"SAD"
22,154,2,19,2,2,5,24,18,"No_Anxiety"
20,206,2,19,2,2,5,21,17,"No_Anxiety"
10,206,2,19,2,2,5,16,20,"SAD"
53,32,2,18,2,2,3,27,17,"No_Anxiety"
16,206,2,23,1,5,0,26,5,"No_Anxiety"
15,154,2,18,2,5,10,18,16,"GAD"
25,206,2,18,2,2,3,17,14,"No_Anxiety"
20,349,2,23,1,2,6,17,5,"No_Anxiety"
8,342,2,22,2,5,10,18,22,"Mixed_Anxiety"
24,206,2,19,2,5,6,21,7,"No_Anxiety"
35,206,2,18,4,2,0,14,18,"No_Anxiety"
7,154,2,32,1,5,0,30,1,"No_Anxiety"
12,206,2,24,1,2,6,7,38,"SAD"
40,349,2,28,1,5,2,24,3,"No_Anxiety"
15,154,2,25,1,5,6,17,30,"SAD"
20,206,2,20,2,2,9,23,27,"SAD"
20,154,2,21,2,2,5,22,41,"SAD"
30,206,2,19,3,3,0,25,18,"No_Anxiety"
16,309,2,22,2,5,6,15,14,"No_Anxiety"
15,154,2,18,3,2,2,25,30,"SAD"
1,309,2,20,2,2,2,31,8,"No_Anxiety"
5,206,1,31,2,1,5,22,17,"No_Anxiety"
10,154,2,30,1,2,0,28,17,"No_Anxiety"
10,154,2,25,2,5,3,31,4,"No_Anxiety"
10,206,2,21,4,2,3,10,14,"No_Anxiety"
15,206,2,23,2,1,1,32,7,"No_Anxiety"
20,349,2,21,1,5,0,27,10,"No_Anxiety"
17,349,2,18,2,2,1,30,6,"No_Anxiety"
25,64,2,21,2,2,2,18,16,"No_Anxiety"
60,154,2,18,4,2,0,15,17,"No_Anxiety"
10,154,2,25,1,1,3,29,14,"No_Anxiety"
20,206,2,23,1,2,6,19,10,"No_Anxiety"
8,206,2,19,2,2,7,20,26,"SAD"
10,154,2,19,2,2,5,24,1,"No_Anxiety"
8,154,2,24,2,3,8,14,25,"SAD"
4,154,2,18,3,2,0,22,16,"No_Anxiety"
60,97,2,19,2,2,3,28,11,"No_Anxiety"
60,154,2,18,3,3,3,14,13,"No_Anxiety"
63,154,2,21,2,2,8,11,7,"No_Anxiety"
28,206,2,28,4,5,5,12,6,"No_Anxiety"
16,206,2,25,1,5,1,25,11,"No_Anxiety"
7,309,2,18,3,2,7,16,14,"No_Anxiety"
7,206,2,19,2,2,6,21,17,"No_Anxiety"
10,154,2,18,3,2,0,32,4,"No_Anxiety"
17,206,2,25,1,5,21,8,43,"Mixed_Anxiety"
20,206,2,19,4,2,6,17,28,"SAD"
30,349,2,25,2,5,0,17,14,"No_Anxiety"
10,206,2,21,2,2,17,6,45,"Mixed_Anxiety"
10,154,2,21,2,2,6,20,18,"No_Anxiety"
20,349,2,20,1,2,3,14,17,"No_Anxiety"
40,206,2,19,2,2,15,20,40,"Mixed_Anxiety"
10,206,2,18,2,2,9,20,4,"No_Anxiety"
20,349,2,38,1,1,9,8,15,"No_Anxiety"
20,206,2,18,2,2,1,20,24,"SAD"
4,154,2,33,1,5,1,27,2,"No_Anxiety"
6,154,2,18,3,3,2,19,38,"SAD"
20,206,2,20,2,2,7,15,15,"No_Anxiety"
12,154,2,23,2,2,5,16,35,"SAD"
10,154,2,18,3,3,6,15,20,"SAD"
9,309,2,18,2,2,3,11,20,"SAD"
20,154,2,20,2,2,5,23,24,"SAD"
50,206,2,19,2,2,2,16,13,"No_Anxiety"
4,103,2,28,1,5,0,32,2,"No_Anxiety"
20,154,2,28,1,4,1,32,3,"No_Anxiety"
28,309,2,22,2,2,14,22,36,"Mixed_Anxiety"
4,206,1,20,2,2,9,25,42,"SAD"
20,154,2,22,2,2,2,30,4,"No_Anxiety"
12,309,2,18,3,3,6,30,19,"SAD"
56,349,2,20,4,2,5,13,17,"No_Anxiety"
25,349,2,22,4,5,1,24,15,"No_Anxiety"
20,154,2,23,1,5,9,11,23,"SAD"
8,177,1,18,3,2,9,21,46,"SAD"
9,154,2,18,3,2,4,23,10,"No_Anxiety"
42,206,2,18,2,2,9,17,25,"SAD"
80,349,2,19,2,2,2,11,0,"No_Anxiety"
26,154,2,18,2,2,3,23,21,"SAD"
10,154,2,20,2,2,1,26,8,"No_Anxiety"
5,154,2,27,2,4,3,32,9,"No_Anxiety"
40,154,2,19,1,2,1,25,23,"SAD"
30,349,2,19,1,2,7,9,41,"SAD"
21,154,2,20,2,2,4,13,21,"SAD"
15,206,2,19,2,5,2,13,38,"SAD"
10,206,2,20,1,5,1,30,11,"No_Anxiety"
17,206,2,18,2,2,5,16,8,"No_Anxiety"
25,349,2,21,2,2,3,23,5,"No_Anxiety"
10,154,2,22,2,2,1,26,17,"No_Anxiety"
40,154,2,20,4,3,16,9,20,"Mixed_Anxiety"
10,154,2,21,2,2,1,27,30,"SAD"
42,349,2,19,2,2,4,10,18,"No_Anxiety"
30,206,2,20,4,2,9,7,14,"No_Anxiety"
21,206,2,21,4,5,9,11,28,"SAD"
20,154,2,18,3,2,4,5,30,"SAD"
34,206,2,18,3,3,1,20,34,"SAD"
30,154,2,19,2,5,5,14,12,"No_Anxiety"
30,245,2,20,2,2,7,23,35,"SAD"
15,309,2,22,2,3,4,19,12,"No_Anxiety"
14,309,2,21,2,2,15,19,49,"Mixed_Anxiety"
10,154,2,24,1,5,5,24,6,"No_Anxiety"
5,154,2,18,2,3,4,22,16,"No_Anxiety"
4,349,2,21,2,2,9,7,34,"SAD"
8,349,2,23,4,2,10,15,17,"GAD"
8,154,2,19,2,2,0,26,9,"No_Anxiety"
14,206,2,18,3,2,1,24,37,"SAD"
35,206,2,21,2,5,7,24,33,"SAD"
5,154,2,20,2,2,1,26,3,"No_Anxiety"
35,206,2,21,1,3,6,12,20,"SAD"
28,349,2,18,1,2,14,13,33,"Mixed_Anxiety"
25,154,2,19,2,2,6,19,22,"SAD"
14,154,2,18,3,5,12,15,21,"Mixed_Anxiety"
24,154,2,21,1,5,1,21,5,"No_Anxiety"
12,349,2,20,2,2,16,13,25,"Mixed_Anxiety"
10,206,2,20,2,5,21,22,30,"Mixed_Anxiety"
15,206,2,20,3,5,8,10,11,"No_Anxiety"
6,206,2,22,1,2,2,27,17,"No_Anxiety"
25,206,2,24,4,2,7,20,11,"No_Anxiety"
7,206,2,19,1,2,6,18,5,"No_Anxiety"
45,206,2,21,4,2,2,7,10,"No_Anxiety"
24,206,2,18,2,2,1,11,10,"No_Anxiety"
30,349,2,20,2,2,19,11,27,"Mixed_Anxiety"
14,206,2,21,4,2,18,12,35,"Mixed_Anxiety"
7,206,2,27,1,5,1,25,3,"No_Anxiety"
10,206,2,19,2,3,1,25,11,"No_Anxiety"
35,206,2,32,1,2,0,23,2,"No_Anxiety"
10,206,2,26,1,5,8,30,17,"No_Anxiety"
30,206,2,19,2,2,1,25,32,"SAD"
12,206,2,20,2,2,5,24,3,"No_Anxiety"
20,154,2,23,4,2,7,11,23,"SAD"
24,206,2,20,2,2,9,12,23,"SAD"
21,349,2,18,2,2,5,29,32,"SAD"
16,154,2,21,2,2,9,16,22,"SAD"
5,154,2,19,1,1,12,21,18,"GAD"
4,154,2,18,3,3,6,16,34,"SAD"
25,206,2,18,2,2,9,20,22,"SAD"
10,206,2,19,4,2,4,13,19,"SAD"
16,154,1,19,3,3,10,18,41,"Mixed_Anxiety"
35,206,2,18,2,3,3,21,29,"SAD"
30,154,2,24,1,5,1,12,19,"SAD"
24,51,2,22,2,2,0,21,3,"No_Anxiety"
5,206,2,24,2,2,1,24,11,"No_Anxiety"
15,206,2,23,1,2,14,5,14,"GAD"
8,349,2,27,1,2,0,35,29,"SAD"
10,206,2,20,1,2,1,22,5,"No_Anxiety"
25,206,2,19,2,2,0,15,14,"No_Anxiety"
22,206,2,23,1,5,1,22,9,"No_Anxiety"
20,309,2,18,2,2,6,26,11,"No_Anxiety"
10,154,2,24,2,1,3,16,28,"SAD"
4,154,2,18,3,3,3,21,26,"SAD"
5,349,2,31,1,1,11,17,8,"GAD"
10,154,2,21,2,2,3,22,18,"No_Anxiety"
5,154,2,34,1,5,1,27,27,"SAD"
20,206,2,19,2,2,7,22,39,"SAD"
15,154,2,19,1,2,2,30,42,"SAD"
16,206,2,20,2,1,0,26,7,"No_Anxiety"
10,154,2,18,2,2,0,31,14,"No_Anxiety"
25,349,2,18,4,2,8,10,26,"SAD"
15,206,2,22,2,5,4,18,2,"No_Anxiety"
10,206,2,19,3,3,13,10,43,"Mixed_Anxiety"
28,206,2,30,1,1,0,29,16,"No_Anxiety"
30,349,2,24,2,5,4,16,9,"No_Anxiety"
20,154,2,29,4,2,11,7,27,"Mixed_Anxiety"
16,206,2,21,2,2,7,26,15,"No_Anxiety"
40,349,2,19,2,2,7,18,44,"SAD"
12,349,2,20,2,2,3,19,8,"No_Anxiety"
60,349,2,24,4,5,6,15,23,"SAD"
20,154,2,18,3,3,10,11,51,"Mixed_Anxiety"
10,154,2,20,2,2,4,24,7,"No_Anxiety"
15,41,2,21,2,5,3,25,25,"SAD"
10,154,2,18,2,2,10,30,36,"Mixed_Anxiety"
17,349,2,21,2,5,3,20,7,"No_Anxiety"
20,206,2,20,3,2,3,12,14,"No_Anxiety"
20,154,2,23,2,2,4,15,40,"SAD"
12,154,2,19,2,2,5,15,13,"No_Anxiety"
25,206,2,20,2,1,1,28,42,"SAD"
10,349,2,21,1,5,0,28,17,"No_Anxiety"
30,154,2,20,2,2,5,17,15,"No_Anxiety"
10,206,2,23,1,5,7,13,25,"SAD"
5,206,2,24,1,1,2,13,12,"No_Anxiety"
40,349,2,18,3,3,2,21,10,"No_Anxiety"
7,154,2,19,2,2,4,18,38,"SAD"
15,154,2,18,3,2,1,22,6,"No_Anxiety"
6,154,1,28,1,5,1,30,13,"No_Anxiety"
20,206,2,20,4,2,7,23,31,"SAD"
20,206,2,19,3,2,15,16,26,"Mixed_Anxiety"
40,29,2,19,1,2,0,26,3,"No_Anxiety"
16,154,2,21,2,5,5,24,10,"No_Anxiety"
40,206,2,18,3,3,4,35,5,"No_Anxiety"
30,206,2,18,2,2,3,21,10,"No_Anxiety"
25,206,2,18,2,2,3,24,22,"SAD"
10,349,2,18,3,2,1,29,20,"SAD"
25,206,1,21,4,2,2,18,26,"SAD"
15,349,2,21,2,2,9,34,17,"No_Anxiety"
17,349,2,18,3,3,4,14,32,"SAD"
20,206,2,21,2,2,5,23,18,"No_Anxiety"
15,154,2,19,2,2,11,15,16,"GAD"
45,349,2,20,2,2,10,6,6,"GAD"
14,206,2,20,2,2,0,16,5,"No_Anxiety"
7,154,2,18,2,2,11,22,19,"Mixed_Anxiety"
25,206,2,23,2,2,4,10,17,"No_Anxiety"
18,349,2,22,4,5,8,10,38,"SAD"
40,206,3,18,3,3,17,10,50,"Mixed_Anxiety"
18,154,2,18,2,2,4,31,6,"No_Anxiety"
25,349,2,26,2,2,12,6,9,"GAD"
28,206,2,21,2,2,7,25,50,"SAD"
50,349,2,18,3,3,2,16,38,"SAD"
20,206,2,24,1,2,4,16,13,"No_Anxiety"
10,206,2,21,2,2,11,17,50,"Mixed_Anxiety"
30,154,2,20,4,2,3,15,4,"No_Anxiety"
30,309,2,18,2,2,8,17,41,"SAD"
9,206,2,18,2,5,4,15,24,"SAD"
25,188,2,19,3,2,0,26,12,"No_Anxiety"
17,206,2,22,2,2,5,20,20,"SAD"
10,206,2,22,1,5,3,22,7,"No_Anxiety"
49,206,2,18,2,2,1,20,20,"SAD"
12,154,2,19,2,5,0,25,30,"SAD"
18,206,2,24,1,5,1,34,2,"No_Anxiety"
15,154,2,19,4,2,3,28,8,"No_Anxiety"
21,154,2,22,2,2,8,20,40,"SAD"
21,154,2,18,3,3,0,22,14,"No_Anxiety"
56,206,2,19,2,2,0,14,6,"No_Anxiety"
25,206,2,21,2,2,8,5,21,"SAD"
20,154,2,18,2,2,3,17,25,"SAD"
14,154,2,25,2,3,0,27,12,"No_Anxiety"
18,206,2,18,3,2,14,5,23,"Mixed_Anxiety"
20,154,2,23,1,2,4,18,30,"SAD"
30,206,2,20,2,2,8,5,2,"No_Anxiety"
5,400,2,21,2,2,2,15,8,"No_Anxiety"
20,154,2,20,1,5,4,23,3,"No_Anxiety"
14,206,2,18,3,2,5,22,7,"No_Anxiety"
20,309,2,25,2,5,7,12,18,"No_Anxiety"
10,309,2,19,2,2,19,9,35,"Mixed_Anxiety"
20,206,2,18,3,2,11,10,68,"Mixed_Anxiety"
16,154,2,19,2,2,0,31,2,"No_Anxiety"
12,154,2,18,2,2,8,14,33,"SAD"
10,349,1,21,2,2,6,12,39,"SAD"
25,349,2,23,2,5,0,34,5,"No_Anxiety"
28,349,2,22,1,2,2,16,23,"SAD"
60,206,2,19,2,2,11,12,62,"Mixed_Anxiety"
25,349,2,19,2,2,7,21,30,"SAD"
10,206,2,19,2,2,6,20,12,"No_Anxiety"
10,206,2,24,1,5,1,30,10,"No_Anxiety"
20,154,2,30,1,5,0,29,8,"No_Anxiety"
12,349,2,18,2,2,5,25,18,"No_Anxiety"
20,206,2,25,1,5,5,15,35,"SAD"
15,349,2,18,3,2,7,25,17,"No_Anxiety"
25,154,2,24,1,2,0,15,29,"SAD"
8,154,2,18,3,3,8,23,20,"SAD"
50,349,2,21,1,2,0,35,11,"No_Anxiety"
14,309,2,19,2,2,5,15,24,"SAD"
28,206,2,18,3,3,7,24,21,"SAD"
24,309,2,19,2,2,13,26,34,"Mixed_Anxiety"
20,154,2,21,2,1,2,18,29,"SAD"
20,154,2,19,2,2,0,22,3,"No_Anxiety"
20,154,2,18,3,2,2,33,1,"No_Anxiety"
40,349,2,20,2,2,1,28,10,"No_Anxiety"
20,206,2,19,2,2,3,24,32,"SAD"
5,206,2,19,2,2,3,28,9,"No_Anxiety"
6,154,2,22,2,5,2,29,4,"No_Anxiety"
30,154,2,24,1,5,0,29,5,"No_Anxiety"
10,154,2,22,2,5,7,18,14,"No_Anxiety"
5,154,2,19,2,2,4,28,14,"No_Anxiety"
40,349,2,20,4,5,1,25,24,"SAD"
20,349,2,18,2,2,13,11,13,"GAD"
10,206,2,20,2,2,9,17,35,"SAD"
40,206,2,23,2,2,2,23,11,"No_Anxiety"
22,154,2,19,2,2,2,28,11,"No_Anxiety"
12,154,2,18,1,2,1,24,6,"No_Anxiety"
7,214,2,20,2,2,4,20,7,"No_Anxiety"
40,349,2,19,1,2,4,25,24,"SAD"
15,206,2,19,2,2,4,18,12,"No_Anxiety"
10,154,2,20,2,2,3,23,13,"No_Anxiety"
4,349,2,22,2,2,20,16,29,"Mixed_Anxiety"
15,206,2,23,2,2,1,25,37,"SAD"
49,349,2,20,2,5,2,21,15,"No_Anxiety"
30,206,2,18,2,2,8,24,31,"SAD"
14,154,2,21,2,2,20,33,15,"GAD"
6,349,2,27,1,5,0,21,11,"No_Anxiety"
21,309,2,21,2,2,19,8,58,"Mixed_Anxiety"
70,154,2,25,1,2,19,22,23,"Mixed_Anxiety"
12,154,2,23,1,5,0,23,0,"No_Anxiety"
8,154,2,20,2,3,1,26,21,"SAD"
15,154,2,19,2,2,10,30,49,"Mixed_Anxiety"
20,206,2,27,4,1,3,17,14,"No_Anxiety"
11,154,2,23,2,2,2,35,14,"No_Anxiety"
32,154,2,26,1,5,0,32,17,"No_Anxiety"
6,206,2,19,2,2,0,29,12,"No_Anxiety"
20,349,2,19,1,2,5,8,20,"SAD"
25,309,2,22,1,2,9,19,37,"SAD"
40,309,1,19,2,2,8,7,7,"No_Anxiety"
3,206,2,18,2,2,11,29,3,"GAD"
10,154,2,20,2,2,1,22,4,"No_Anxiety"
8,154,2,19,2,5,11,25,17,"GAD"
2,206,1,19,2,2,5,32,10,"No_Anxiety"
20,206,2,25,1,5,5,27,4,"No_Anxiety"
20,206,2,22,2,2,5,13,11,"No_Anxiety"
20,154,2,21,2,5,1,32,1,"No_Anxiety"
10,349,2,20,2,2,2,25,11,"No_Anxiety"
6,154,2,21,2,2,2,26,25,"SAD"
20,206,1,20,2,2,13,9,4,"GAD"
20,349,2,20,2,2,14,10,47,"Mixed_Anxiety"
35,349,2,18,3,3,5,33,13,"No_Anxiety"
10,206,2,18,2,2,8,26,16,"No_Anxiety"
25,154,2,21,4,2,1,20,16,"No_Anxiety"
35,154,2,19,2,2,2,29,5,"No_Anxiety"
21,154,2,18,3,2,0,24,3,"No_Anxiety"
30,349,2,19,2,2,0,28,31,"SAD"
14,154,1,19,4,2,21,10,46,"Mixed_Anxiety"
20,206,2,21,2,5,9,17,10,"No_Anxiety"
20,154,2,18,2,3,2,27,41,"SAD"
5,154,1,27,1,5,2,25,17,"No_Anxiety"
12,154,2,18,3,2,4,28,14,"No_Anxiety"
20,349,2,30,1,2,4,18,14,"No_Anxiety"
20,206,2,21,4,5,3,23,10,"No_Anxiety"
10,154,2,31,1,5,2,29,17,"No_Anxiety"
14,154,2,20,1,2,0,19,9,"No_Anxiety"
18,206,3,18,3,3,8,11,24,"SAD"
10,349,2,19,2,2,3,21,15,"No_Anxiety"
14,154,2,24,2,2,10,21,5,"GAD"
24,206,2,18,3,3,2,26,11,"No_Anxiety"
30,154,2,21,2,2,2,26,29,"SAD"
50,349,2,18,2,5,0,35,34,"SAD"
6,349,2,21,2,2,9,5,17,"No_Anxiety"
30,349,2,18,3,2,11,13,40,"Mixed_Anxiety"
40,154,2,20,2,2,5,14,30,"SAD"
40,349,2,20,1,2,2,14,17,"No_Anxiety"
30,206,2,18,3,2,5,21,25,"SAD"
15,206,2,26,4,1,8,18,29,"SAD"
10,154,2,19,2,2,1,20,6,"No_Anxiety"
7,154,2,30,1,1,1,35,10,"No_Anxiety"
20,309,2,18,3,2,17,13,23,"Mixed_Anxiety"
30,206,2,24,1,2,0,9,22,"SAD"
20,154,2,30,1,5,1,28,6,"No_Anxiety"
5,349,2,21,2,2,1,17,20,"SAD"
28,349,2,18,3,2,7,16,17,"No_Anxiety"
6,154,2,18,2,2,0,24,20,"SAD"
5,206,2,19,1,2,2,14,7,"No_Anxiety"
14,154,2,24,2,5,0,26,8,"No_Anxiety"
30,154,2,20,2,3,1,34,19,"SAD"
20,206,2,18,3,3,13,12,10,"GAD"
8,206,2,18,3,3,3,22,6,"No_Anxiety"
50,206,2,19,2,5,15,10,41,"Mixed_Anxiety"
30,349,2,22,1,2,2,10,17,"No_Anxiety"
40,206,2,27,1,5,2,28,40,"SAD"
35,154,2,24,2,2,2,20,3,"No_Anxiety"
20,206,2,21,2,2,5,9,31,"SAD"
80,206,2,18,3,2,2,18,3,"No_Anxiety"
44,206,2,26,1,5,3,31,7,"No_Anxiety"
20,154,2,21,1,2,10,13,47,"Mixed_Anxiety"
10,154,2,23,4,5,6,14,9,"No_Anxiety"
7,154,2,18,1,2,2,18,16,"No_Anxiety"
25,206,2,18,2,2,9,5,20,"SAD"
15,349,2,20,2,2,4,18,17,"No_Anxiety"
20,206,2,26,2,5,10,10,24,"Mixed_Anxiety"
20,206,2,22,2,5,4,26,9,"No_Anxiety"
28,154,2,18,3,2,1,31,14,"No_Anxiety"
10,154,2,24,1,5,0,33,5,"No_Anxiety"
20,154,2,22,1,5,0,35,22,"SAD"
20,206,2,20,2,2,2,20,16,"No_Anxiety"
30,206,2,24,4,2,16,5,14,"GAD"
25,206,2,18,2,2,9,5,20,"SAD"
17,206,2,23,2,5,0,24,15,"No_Anxiety"
20,349,2,36,1,2,14,12,20,"Mixed_Anxiety"
8,154,2,27,1,2,0,31,4,"No_Anxiety"
14,349,2,20,3,2,14,16,16,"GAD"
10,349,2,26,1,5,3,15,21,"SAD"
21,349,2,26,1,5,1,20,6,"No_Anxiety"
20,154,2,19,2,2,1,26,13,"No_Anxiety"
20,206,2,20,2,2,1,15,20,"SAD"
15,206,2,22,2,2,9,11,25,"SAD"
14,154,1,19,4,2,11,11,39,"Mixed_Anxiety"
30,206,2,18,3,2,2,18,15,"No_Anxiety"
6,206,2,18,4,2,3,11,16,"No_Anxiety"
18,349,2,18,2,5,5,24,21,"SAD"
30,154,2,18,3,3,9,25,34,"SAD"
12,44,2,25,1,2,12,9,55,"Mixed_Anxiety"
10,154,1,29,4,4,3,21,2,"No_Anxiety"
10,154,2,21,2,5,8,23,7,"No_Anxiety"
42,154,2,24,4,5,0,20,34,"SAD"
14,154,2,18,2,2,0,24,19,"SAD"
16,309,2,18,3,2,12,26,1,"GAD"
10,206,2,20,2,2,13,14,27,"Mixed_Anxiety"
30,206,2,18,2,2,9,24,31,"SAD"
15,349,2,21,1,2,3,17,7,"No_Anxiety"
9,349,2,25,4,5,7,11,9,"No_Anxiety"
21,206,2,18,2,2,6,12,11,"No_Anxiety"
5,349,2,18,2,2,4,25,23,"SAD"
28,154,2,21,2,2,15,13,21,"Mixed_Anxiety"
20,206,1,30,3,5,3,16,25,"SAD"
14,14,2,20,2,2,0,28,11,"No_Anxiety"
14,309,2,23,2,2,5,25,8,"No_Anxiety"
15,154,2,20,2,2,0,18,28,"SAD"
18,154,2,19,1,5,0,25,6,"No_Anxiety"
21,154,2,23,2,3,1,24,10,"No_Anxiety"
8,206,1,20,2,2,21,7,63,"Mixed_Anxiety"
20,154,2,20,2,2,5,19,7,"No_Anxiety"
4,154,2,21,4,5,4,24,9,"No_Anxiety"
